"","siteID","year","season","total_count_per_100_trapnight","richness","domain_id","site_name","site_type","latitude","longitude","mean_elevation_m","minimum_elevation_m","maximum_elevation_m","mean_annual_temperature_C","mean_annual_precipitation_mm","dominant_wind_direction","mean_canopy_height_m","dominant_nlcd_classes","domint_plant_species","usgs_geology_unit","megapit_soil_family","soil_subgroup","avg_number_of_green_days","avg_green_max_doy"
"125","GRSM","2018","summer",8.97835497835498,4,"D07","Great Smoky Mountains National Park NEON","Relocatable Terrestrial",35.68896,-83.50195,575,426,1978,13.1,1375,"NW","30","Deciduous Forest|Evergreen Forest","Liriodendron tulipfera (tulip tree/yellow poplar)|Lindera benzoin (spicebush)|Acer rubrum (red maple)","TNpCAs;15","Loamy, skeletal, isotic, mesic.  Typic Humudepts.","Typic Humudepts",220,"155"
"126","GRSM","2019","fall",4.48333333333333,2,"D07","Great Smoky Mountains National Park NEON","Relocatable Terrestrial",35.68896,-83.50195,575,426,1978,13.1,1375,"NW","30","Deciduous Forest|Evergreen Forest","Liriodendron tulipfera (tulip tree/yellow poplar)|Lindera benzoin (spicebush)|Acer rubrum (red maple)","TNpCAs;15","Loamy, skeletal, isotic, mesic.  Typic Humudepts.","Typic Humudepts",220,"155"
"127","GRSM","2019","spring",7.23558908406217,4,"D07","Great Smoky Mountains National Park NEON","Relocatable Terrestrial",35.68896,-83.50195,575,426,1978,13.1,1375,"NW","30","Deciduous Forest|Evergreen Forest","Liriodendron tulipfera (tulip tree/yellow poplar)|Lindera benzoin (spicebush)|Acer rubrum (red maple)","TNpCAs;15","Loamy, skeletal, isotic, mesic.  Typic Humudepts.","Typic Humudepts",220,"155"
"128","GRSM","2019","summer",6.41666666666667,4,"D07","Great Smoky Mountains National Park NEON","Relocatable Terrestrial",35.68896,-83.50195,575,426,1978,13.1,1375,"NW","30","Deciduous Forest|Evergreen Forest","Liriodendron tulipfera (tulip tree/yellow poplar)|Lindera benzoin (spicebush)|Acer rubrum (red maple)","TNpCAs;15","Loamy, skeletal, isotic, mesic.  Typic Humudepts.","Typic Humudepts",220,"155"
"129","GUAN","2016","fall",2.86904761904762,2,"D04","Guanica Forest NEON","Core Terrestrial",17.96955,-66.8687,125,8,209,23,840,"S","10","Evergreen Forest","Gymnthes lucida (oysterwood)|Croton lucidus (firebush)|Eugenia foetida (Spanish stopper)","Tjd","Coarse, loamy, carbonatic, isohyperthermic. Typic Haplocalcids.","Typic Haplocalcids",365,""
"130","GUAN","2016","spring",3.375,2,"D04","Guanica Forest NEON","Core Terrestrial",17.96955,-66.8687,125,8,209,23,840,"S","10","Evergreen Forest","Gymnthes lucida (oysterwood)|Croton lucidus (firebush)|Eugenia foetida (Spanish stopper)","Tjd","Coarse, loamy, carbonatic, isohyperthermic. Typic Haplocalcids.","Typic Haplocalcids",365,""
"131","GUAN","2016","summer",8.72222222222222,1,"D04","Guanica Forest NEON","Core Terrestrial",17.96955,-66.8687,125,8,209,23,840,"S","10","Evergreen Forest","Gymnthes lucida (oysterwood)|Croton lucidus (firebush)|Eugenia foetida (Spanish stopper)","Tjd","Coarse, loamy, carbonatic, isohyperthermic. Typic Haplocalcids.","Typic Haplocalcids",365,""
"132","GUAN","2016","winter",6.94444444444444,1,"D04","Guanica Forest NEON","Core Terrestrial",17.96955,-66.8687,125,8,209,23,840,"S","10","Evergreen Forest","Gymnthes lucida (oysterwood)|Croton lucidus (firebush)|Eugenia foetida (Spanish stopper)","Tjd","Coarse, loamy, carbonatic, isohyperthermic. Typic Haplocalcids.","Typic Haplocalcids",365,""
"133","GUAN","2017","spring",3.5,2,"D04","Guanica Forest NEON","Core Terrestrial",17.96955,-66.8687,125,8,209,23,840,"S","10","Evergreen Forest","Gymnthes lucida (oysterwood)|Croton lucidus (firebush)|Eugenia foetida (Spanish stopper)","Tjd","Coarse, loamy, carbonatic, isohyperthermic. Typic Haplocalcids.","Typic Haplocalcids",365,""
"134","GUAN","2017","winter",5.08333333333333,2,"D04","Guanica Forest NEON","Core Terrestrial",17.96955,-66.8687,125,8,209,23,840,"S","10","Evergreen Forest","Gymnthes lucida (oysterwood)|Croton lucidus (firebush)|Eugenia foetida (Spanish stopper)","Tjd","Coarse, loamy, carbonatic, isohyperthermic. Typic Haplocalcids.","Typic Haplocalcids",365,""
"135","HARV","2013","fall",6.55277777777778,8,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"136","HARV","2013","spring",3.66666666666667,4,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"137","HARV","2013","summer",7.6985347985348,8,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"138","HARV","2014","spring",12.0897640710005,8,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"139","HARV","2014","summer",17.3298288649489,10,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"140","HARV","2015","fall",15.4630952380952,5,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"141","HARV","2015","spring",7.46182116679406,6,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"142","HARV","2015","summer",22.723809871503,8,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"143","HARV","2016","spring",19.8219607884757,6,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"144","HARV","2016","summer",34.8384095853452,7,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"145","HARV","2017","fall",13.9166666666667,7,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"146","HARV","2017","spring",9.52777777777778,8,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"147","HARV","2017","summer",19.7320117790706,9,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"148","HARV","2018","fall",22.2342388716484,8,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"149","HARV","2018","spring",7.99206349206349,8,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"150","HARV","2018","summer",21.545068477436,11,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"151","HARV","2019","fall",4.33333333333333,4,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"152","HARV","2019","spring",9.33333333333333,9,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"153","HARV","2019","summer",8.15479797979798,9,"D01","Harvard Forest & Quabbin Watershed NEON","Core Terrestrial",42.53691,-72.17265,348,160,415,7.4,1199,"NW","26","Deciduous Forest|Evergreen Forest|Mixed Forest|Woody Wetlands","Osmunda cinmomea (Cinmon fern)|Quercus rubra (Northern red oak)|Tsuga cadensis (Eastern hemlock)","MADht;0|MAOps;0","Coarse, loamy over sandy or sandy, skeletal, mixed, semiactive, frigid.  Oxyaquic Dystrudepts.","Oxyaquic Dystrudepts",210,"160"
"154","HEAL","2015","summer",4.08333333333333,2,"D19","Healy NEON","Relocatable Terrestrial",63.875798,-149.21335,677,588,717,-1.3,385,"NW","0.3","Dwarf Scrub|Evergreen Forest|Shrub/Scrub","Betula glandulosa / Betula  (American dwarf birch)|Picea glauca (white spruce)|Ledum palustre (marsh Labrador tea)","B006.HE002_570","","Lithic Haplustepts",110,"180"
"155","HEAL","2016","spring",3.56666666666667,2,"D19","Healy NEON","Relocatable Terrestrial",63.875798,-149.21335,677,588,717,-1.3,385,"NW","0.3","Dwarf Scrub|Evergreen Forest|Shrub/Scrub","Betula glandulosa / Betula  (American dwarf birch)|Picea glauca (white spruce)|Ledum palustre (marsh Labrador tea)","B006.HE002_570","","Lithic Haplustepts",110,"180"
"156","HEAL","2016","summer",4.96969696969697,4,"D19","Healy NEON","Relocatable Terrestrial",63.875798,-149.21335,677,588,717,-1.3,385,"NW","0.3","Dwarf Scrub|Evergreen Forest|Shrub/Scrub","Betula glandulosa / Betula  (American dwarf birch)|Picea glauca (white spruce)|Ledum palustre (marsh Labrador tea)","B006.HE002_570","","Lithic Haplustepts",110,"180"
"157","HEAL","2017","spring",11.15,5,"D19","Healy NEON","Relocatable Terrestrial",63.875798,-149.21335,677,588,717,-1.3,385,"NW","0.3","Dwarf Scrub|Evergreen Forest|Shrub/Scrub","Betula glandulosa / Betula  (American dwarf birch)|Picea glauca (white spruce)|Ledum palustre (marsh Labrador tea)","B006.HE002_570","","Lithic Haplustepts",110,"180"
"158","HEAL","2017","summer",21.2335900865834,6,"D19","Healy NEON","Relocatable Terrestrial",63.875798,-149.21335,677,588,717,-1.3,385,"NW","0.3","Dwarf Scrub|Evergreen Forest|Shrub/Scrub","Betula glandulosa / Betula  (American dwarf birch)|Picea glauca (white spruce)|Ledum palustre (marsh Labrador tea)","B006.HE002_570","","Lithic Haplustepts",110,"180"
"159","HEAL","2018","spring",1,1,"D19","Healy NEON","Relocatable Terrestrial",63.875798,-149.21335,677,588,717,-1.3,385,"NW","0.3","Dwarf Scrub|Evergreen Forest|Shrub/Scrub","Betula glandulosa / Betula  (American dwarf birch)|Picea glauca (white spruce)|Ledum palustre (marsh Labrador tea)","B006.HE002_570","","Lithic Haplustepts",110,"180"
"160","HEAL","2018","summer",4.5,4,"D19","Healy NEON","Relocatable Terrestrial",63.875798,-149.21335,677,588,717,-1.3,385,"NW","0.3","Dwarf Scrub|Evergreen Forest|Shrub/Scrub","Betula glandulosa / Betula  (American dwarf birch)|Picea glauca (white spruce)|Ledum palustre (marsh Labrador tea)","B006.HE002_570","","Lithic Haplustepts",110,"180"
"161","HEAL","2019","spring",6.375,5,"D19","Healy NEON","Relocatable Terrestrial",63.875798,-149.21335,677,588,717,-1.3,385,"NW","0.3","Dwarf Scrub|Evergreen Forest|Shrub/Scrub","Betula glandulosa / Betula  (American dwarf birch)|Picea glauca (white spruce)|Ledum palustre (marsh Labrador tea)","B006.HE002_570","","Lithic Haplustepts",110,"180"
"162","HEAL","2019","summer",8.87037037037037,4,"D19","Healy NEON","Relocatable Terrestrial",63.875798,-149.21335,677,588,717,-1.3,385,"NW","0.3","Dwarf Scrub|Evergreen Forest|Shrub/Scrub","Betula glandulosa / Betula  (American dwarf birch)|Picea glauca (white spruce)|Ledum palustre (marsh Labrador tea)","B006.HE002_570","","Lithic Haplustepts",110,"180"
"163","JERC","2014","fall",6.5625,4,"D03","The Jones Center At Ichauway NEON","Relocatable Terrestrial",31.194839,-84.468623,47,29,55,19.2,1308,"NE","27","Cultivated Crops|Deciduous Forest|Evergreen Forest|Mixed Forest","Aristida beyrichia (wiregrass)|Quercus falcata (southern red oak)|Pinus palustris (longleaf pine)","GAEOo;1","Loamy, kaolinitic, thermic.  Arenic Kandiudults.","Arenic Kandiudults",220,"175"
"164","JERC","2014","spring",9.37200909859122,5,"D03","The Jones Center At Ichauway NEON","Relocatable Terrestrial",31.194839,-84.468623,47,29,55,19.2,1308,"NE","27","Cultivated Crops|Deciduous Forest|Evergreen Forest|Mixed Forest","Aristida beyrichia (wiregrass)|Quercus falcata (southern red oak)|Pinus palustris (longleaf pine)","GAEOo;1","Loamy, kaolinitic, thermic.  Arenic Kandiudults.","Arenic Kandiudults",220,"175"
"165","JERC","2014","summer",16.3142839683537,5,"D03","The Jones Center At Ichauway NEON","Relocatable Terrestrial",31.194839,-84.468623,47,29,55,19.2,1308,"NE","27","Cultivated Crops|Deciduous Forest|Evergreen Forest|Mixed Forest","Aristida beyrichia (wiregrass)|Quercus falcata (southern red oak)|Pinus palustris (longleaf pine)","GAEOo;1","Loamy, kaolinitic, thermic.  Arenic Kandiudults.","Arenic Kandiudults",220,"175"
"166","JERC","2015","spring",21.3388888888889,6,"D03","The Jones Center At Ichauway NEON","Relocatable Terrestrial",31.194839,-84.468623,47,29,55,19.2,1308,"NE","27","Cultivated Crops|Deciduous Forest|Evergreen Forest|Mixed Forest","Aristida beyrichia (wiregrass)|Quercus falcata (southern red oak)|Pinus palustris (longleaf pine)","GAEOo;1","Loamy, kaolinitic, thermic.  Arenic Kandiudults.","Arenic Kandiudults",220,"175"
"167","JERC","2015","summer",16.644407530454,4,"D03","The Jones Center At Ichauway NEON","Relocatable Terrestrial",31.194839,-84.468623,47,29,55,19.2,1308,"NE","27","Cultivated Crops|Deciduous Forest|Evergreen Forest|Mixed Forest","Aristida beyrichia (wiregrass)|Quercus falcata (southern red oak)|Pinus palustris (longleaf pine)","GAEOo;1","Loamy, kaolinitic, thermic.  Arenic Kandiudults.","Arenic Kandiudults",220,"175"
"168","JERC","2016","fall",10.6648567416963,5,"D03","The Jones Center At Ichauway NEON","Relocatable Terrestrial",31.194839,-84.468623,47,29,55,19.2,1308,"NE","27","Cultivated Crops|Deciduous Forest|Evergreen Forest|Mixed Forest","Aristida beyrichia (wiregrass)|Quercus falcata (southern red oak)|Pinus palustris (longleaf pine)","GAEOo;1","Loamy, kaolinitic, thermic.  Arenic Kandiudults.","Arenic Kandiudults",220,"175"
"169","JERC","2016","spring",9.29075907590759,4,"D03","The Jones Center At Ichauway NEON","Relocatable Terrestrial",31.194839,-84.468623,47,29,55,19.2,1308,"NE","27","Cultivated Crops|Deciduous Forest|Evergreen Forest|Mixed Forest","Aristida beyrichia (wiregrass)|Quercus falcata (southern red oak)|Pinus palustris (longleaf pine)","GAEOo;1","Loamy, kaolinitic, thermic.  Arenic Kandiudults.","Arenic Kandiudults",220,"175"
"170","JERC","2016","summer",25.022895281503,5,"D03","The Jones Center At Ichauway NEON","Relocatable Terrestrial",31.194839,-84.468623,47,29,55,19.2,1308,"NE","27","Cultivated Crops|Deciduous Forest|Evergreen Forest|Mixed Forest","Aristida beyrichia (wiregrass)|Quercus falcata (southern red oak)|Pinus palustris (longleaf pine)","GAEOo;1","Loamy, kaolinitic, thermic.  Arenic Kandiudults.","Arenic Kandiudults",220,"175"
"171","JERC","2016","winter",50,1,"D03","The Jones Center At Ichauway NEON","Relocatable Terrestrial",31.194839,-84.468623,47,29,55,19.2,1308,"NE","27","Cultivated Crops|Deciduous Forest|Evergreen Forest|Mixed Forest","Aristida beyrichia (wiregrass)|Quercus falcata (southern red oak)|Pinus palustris (longleaf pine)","GAEOo;1","Loamy, kaolinitic, thermic.  Arenic Kandiudults.","Arenic Kandiudults",220,"175"
"172","JERC","2017","fall",8.16666666666667,6,"D03","The Jones Center At Ichauway NEON","Relocatable Terrestrial",31.194839,-84.468623,47,29,55,19.2,1308,"NE","27","Cultivated Crops|Deciduous Forest|Evergreen Forest|Mixed Forest","Aristida beyrichia (wiregrass)|Quercus falcata (southern red oak)|Pinus palustris (longleaf pine)","GAEOo;1","Loamy, kaolinitic, thermic.  Arenic Kandiudults.","Arenic Kandiudults",220,"175"
"173","JERC","2017","spring",12.6111111111111,5,"D03","The Jones Center At Ichauway NEON","Relocatable Terrestrial",31.194839,-84.468623,47,29,55,19.2,1308,"NE","27","Cultivated Crops|Deciduous Forest|Evergreen Forest|Mixed Forest","Aristida beyrichia (wiregrass)|Quercus falcata (southern red oak)|Pinus palustris (longleaf pine)","GAEOo;1","Loamy, kaolinitic, thermic.  Arenic Kandiudults.","Arenic Kandiudults",220,"175"
"174","JERC","2017","summer",17.9444444444444,6,"D03","The Jones Center At Ichauway NEON","Relocatable Terrestrial",31.194839,-84.468623,47,29,55,19.2,1308,"NE","27","Cultivated Crops|Deciduous Forest|Evergreen Forest|Mixed Forest","Aristida beyrichia (wiregrass)|Quercus falcata (southern red oak)|Pinus palustris (longleaf pine)","GAEOo;1","Loamy, kaolinitic, thermic.  Arenic Kandiudults.","Arenic Kandiudults",220,"175"
"175","JERC","2018","spring",21.3595238095238,9,"D03","The Jones Center At Ichauway NEON","Relocatable Terrestrial",31.194839,-84.468623,47,29,55,19.2,1308,"NE","27","Cultivated Crops|Deciduous Forest|Evergreen Forest|Mixed Forest","Aristida beyrichia (wiregrass)|Quercus falcata (southern red oak)|Pinus palustris (longleaf pine)","GAEOo;1","Loamy, kaolinitic, thermic.  Arenic Kandiudults.","Arenic Kandiudults",220,"175"
"176","JERC","2018","summer",21.9633838383838,6,"D03","The Jones Center At Ichauway NEON","Relocatable Terrestrial",31.194839,-84.468623,47,29,55,19.2,1308,"NE","27","Cultivated Crops|Deciduous Forest|Evergreen Forest|Mixed Forest","Aristida beyrichia (wiregrass)|Quercus falcata (southern red oak)|Pinus palustris (longleaf pine)","GAEOo;1","Loamy, kaolinitic, thermic.  Arenic Kandiudults.","Arenic Kandiudults",220,"175"
"177","JERC","2019","spring",7.85185185185185,4,"D03","The Jones Center At Ichauway NEON","Relocatable Terrestrial",31.194839,-84.468623,47,29,55,19.2,1308,"NE","27","Cultivated Crops|Deciduous Forest|Evergreen Forest|Mixed Forest","Aristida beyrichia (wiregrass)|Quercus falcata (southern red oak)|Pinus palustris (longleaf pine)","GAEOo;1","Loamy, kaolinitic, thermic.  Arenic Kandiudults.","Arenic Kandiudults",220,"175"
"178","JERC","2019","summer",13.2800198191503,5,"D03","The Jones Center At Ichauway NEON","Relocatable Terrestrial",31.194839,-84.468623,47,29,55,19.2,1308,"NE","27","Cultivated Crops|Deciduous Forest|Evergreen Forest|Mixed Forest","Aristida beyrichia (wiregrass)|Quercus falcata (southern red oak)|Pinus palustris (longleaf pine)","GAEOo;1","Loamy, kaolinitic, thermic.  Arenic Kandiudults.","Arenic Kandiudults",220,"175"
"179","JORN","2015","spring",28.7503607503608,12,"D14","Jornada Experimental Range NEON","Relocatable Terrestrial",32.590694,-106.84254,1324,1316,1333,15.7,271,"SW","0.4","Shrub/Scrub","Prosopis glandulosa (honey mesquite)|Yucca elata (soaptree yucca)|Bouteloua eriopada (black gramma grass)","NMQTs;0","Coarse, loamy, mixed, superactive, thermicc. Typic Petrocalcids.","Typic Petrocalcids",260,"185"
"180","JORN","2015","summer",44.9967254967255,11,"D14","Jornada Experimental Range NEON","Relocatable Terrestrial",32.590694,-106.84254,1324,1316,1333,15.7,271,"SW","0.4","Shrub/Scrub","Prosopis glandulosa (honey mesquite)|Yucca elata (soaptree yucca)|Bouteloua eriopada (black gramma grass)","NMQTs;0","Coarse, loamy, mixed, superactive, thermicc. Typic Petrocalcids.","Typic Petrocalcids",260,"185"
"181","JORN","2016","fall",10.5879756468798,7,"D14","Jornada Experimental Range NEON","Relocatable Terrestrial",32.590694,-106.84254,1324,1316,1333,15.7,271,"SW","0.4","Shrub/Scrub","Prosopis glandulosa (honey mesquite)|Yucca elata (soaptree yucca)|Bouteloua eriopada (black gramma grass)","NMQTs;0","Coarse, loamy, mixed, superactive, thermicc. Typic Petrocalcids.","Typic Petrocalcids",260,"185"
"182","JORN","2016","spring",22.7765941351844,13,"D14","Jornada Experimental Range NEON","Relocatable Terrestrial",32.590694,-106.84254,1324,1316,1333,15.7,271,"SW","0.4","Shrub/Scrub","Prosopis glandulosa (honey mesquite)|Yucca elata (soaptree yucca)|Bouteloua eriopada (black gramma grass)","NMQTs;0","Coarse, loamy, mixed, superactive, thermicc. Typic Petrocalcids.","Typic Petrocalcids",260,"185"
"183","JORN","2016","summer",17.4694444444444,9,"D14","Jornada Experimental Range NEON","Relocatable Terrestrial",32.590694,-106.84254,1324,1316,1333,15.7,271,"SW","0.4","Shrub/Scrub","Prosopis glandulosa (honey mesquite)|Yucca elata (soaptree yucca)|Bouteloua eriopada (black gramma grass)","NMQTs;0","Coarse, loamy, mixed, superactive, thermicc. Typic Petrocalcids.","Typic Petrocalcids",260,"185"
"184","JORN","2017","spring",21.9172019965858,14,"D14","Jornada Experimental Range NEON","Relocatable Terrestrial",32.590694,-106.84254,1324,1316,1333,15.7,271,"SW","0.4","Shrub/Scrub","Prosopis glandulosa (honey mesquite)|Yucca elata (soaptree yucca)|Bouteloua eriopada (black gramma grass)","NMQTs;0","Coarse, loamy, mixed, superactive, thermicc. Typic Petrocalcids.","Typic Petrocalcids",260,"185"
"185","JORN","2017","summer",15.7433862433862,11,"D14","Jornada Experimental Range NEON","Relocatable Terrestrial",32.590694,-106.84254,1324,1316,1333,15.7,271,"SW","0.4","Shrub/Scrub","Prosopis glandulosa (honey mesquite)|Yucca elata (soaptree yucca)|Bouteloua eriopada (black gramma grass)","NMQTs;0","Coarse, loamy, mixed, superactive, thermicc. Typic Petrocalcids.","Typic Petrocalcids",260,"185"
